Id,month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
2790,2019-03,Oregon,5960,425,17208,12161,0,7,3,0,0,0,0,0,0,134,49,2,0,0,0,0,0,0,0,0,35949
2791,2019-03,Pennsylvania,27864,0,60068,16921,29,0,300,0,0,0,1,0,0,576,133,0,0,0,0,0,0,0,0,0,105892
2792,2019-03,Puerto Rico,0,0,2238,157,98,31,0,0,0,2,23,3,0,0,0,0,0,0,0,1,0,0,1,0,2554
2793,2019-03,Rhode Island,0,0,1201,858,159,268,0,0,0,0,3,0,0,41,80,2,0,0,15,9,2,0,2,0,2640
2794,2019-03,South Carolina,9467,116,13957,6268,843,821,0,10,5,0,1025,645,4,117,11,1,0,0,14,6,0,0,1,1,33312
2795,2019-03,South Dakota,682,0,3274,3450,228,215,0,0,2,1,126,187,0,0,0,0,0,0,2,6,1,0,0,0,8174
2796,2019-03,Tennessee,19094,0,30728,15086,1463,0,5,0,0,0,0,0,0,50,7,0,0,0,0,0,0,0,0,0,66433
2797,2019-03,Texas,34837,0,55222,31747,4092,2938,63,87,44,5,7415,4358,47,63,7,0,0,0,65,57,6,3,0,0,141056
2798,2019-03,Utah,18552,53588,4876,4081,393,0,0,3,6,2,281,378,1,156,50,31,0,0,0,0,0,0,0,0,82398
2799,2019-03,Vermont,0,0,2043,1693,220,82,1,0,0,0,6,2,1,0,0,0,0,0,2,4,0,0,0,0,4054
2800,2019-03,Virgin Islands,109,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
2801,2019-03,Virginia,1221,100,29043,14550,3547,0,0,0,0,0,0,0,0,54,12,0,0,0,0,0,0,0,0,0,48527
2802,2019-03,Washington,18082,94,21158,13211,3329,998,6,19,21,2,1288,1053,19,518,82,14,0,0,1012,776,87,34,9,0,61812
2803,2019-03,West Virginia,2939,0,8633,6778,469,538,4,14,8,0,1165,1278,4,1,2,2,0,0,13,11,0,0,0,0,21859
2804,2019-03,Wisconsin,9950,664,19952,15240,1283,54,0,0,1,4,129,238,11,107,30,0,0,0,0,8,0,0,0,0,47671
2805,2019-03,Wyoming,338,9,2497,2314,199,138,1,0,6,0,148,175,3,1,2,0,0,0,7,42,0,0,0,0,5880
2806,2019-02,Alabama,28831,332,8278,5353,302,451,0,5,13,0,1501,1108,3,0,0,0,0,0,11,14,1,0,0,0,46203
2807,2019-02,Alaska,189,7,2261,1904,276,176,0,2,0,0,199,144,0,26,24,0,0,0,13,11,0,0,0,1,5233
2808,2019-02,Arizona,6444,452,13933,7135,1244,978,0,14,9,2,1704,751,5,62,9,1,0,0,19,8,4,0,1,1,32776
2809,2019-02,Arkansas,2930,789,7144,5251,357,576,22,7,20,0,1460,1714,2,0,0,0,0,0,7,9,1,0,0,0,20289
2810,2019-02,California,33102,0,36424,22506,3932,0,0,0,0,0,608,390,8,0,0,0,0,0,0,0,0,0,0,0,96970
2811,2019-02,Colorado,6987,0,18697,11731,1550,1168,0,0,0,0,0,0,0,273,53,8,0,0,0,0,0,0,0,0,40467
2812,2019-02,Connecticut,6697,412,5459,1818,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15040
2813,2019-02,Delaware,418,0,1698,1208,124,76,0,1,3,1,14,10,2,50,0,0,0,0,51,25,0,1,0,0,3682
2814,2019-02,District of Columbia,267,0,88,4,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,364
2815,2019-02,Florida,18437,0,51711,17833,3649,2315,4,50,28,3,4970,1635,6,814,87,3,0,0,220,107,41,45,32,1,101991
2816,2019-02,Georgia,19711,0,16172,7742,680,734,0,26,20,1,2349,1426,10,1,0,0,0,0,16,8,3,0,1,0,48900
2817,2019-02,Guam,0,0,113,51,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
2818,2019-02,Hawaii,1028,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1032
2819,2019-02,Idaho,7835,0,3887,3548,394,292,0,5,5,2,424,528,3,28,8,2,0,0,3,1,0,0,0,0,16965
2820,2019-02,Illinois,14499,139042,24870,11381,0,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190886
2821,2019-02,Indiana,29574,5893,21297,11157,1623,854,12,12,11,2,743,569,27,10,1,0,0,0,59,30,13,3,2,0,71892
2822,2019-02,Iowa,5491,7437,153,1935,60,6,2,0,0,0,2,52,0,23,16,0,0,0,0,2,2,0,0,0,15181
2823,2019-02,Kansas,1909,5,6271,4688,593,467,0,11,8,1,760,444,10,28,11,1,0,0,11,3,1,1,0,1,15224
2824,2019-02,Kentucky,303739,0,12027,7182,443,932,3,40,30,0,2260,1846,8,4,4,0,0,0,26,22,4,1,1,0,328572
2825,2019-02,Louisiana,2491,119,11056,6849,727,637,1,17,12,2,1401,990,5,0,0,0,0,0,15,16,7,0,0,0,24345
2826,2019-02,Maine,673,2,2989,2352,308,163,0,2,2,0,118,135,3,21,15,0,0,0,6,4,0,1,0,0,6794
2827,2019-02,Mariana Islands,0,0,10,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2828,2019-02,Maryland,3183,0,3822,4613,124,62,0,2,4,1,73,146,1,67,14,0,0,0,0,30,48,0,0,0,12190
2829,2019-02,Massachusetts,11007,0,4359,2428,555,177,5,1,0,0,6,3,0,0,0,0,0,0,37,17,7,2,0,0,18604
2830,2019-02,Michigan,18930,5,11272,7497,702,241,0,0,5,2,6,296,3,85,8,0,0,0,10,11,0,0,0,0,39073
2831,2019-02,Minnesota,9567,24440,7938,7215,889,349,0,3,6,0,226,295,4,22,5,3,0,0,12,8,2,0,0,0,50984
2832,2019-02,Mississippi,1845,0,9790,5717,393,488,0,14,23,1,1996,1393,2,0,0,0,0,0,10,9,0,0,0,0,21681
2833,2019-02,Missouri,2326,0,19884,13773,1688,1308,1,13,7,2,1817,1291,8,233,24,5,0,0,65,46,4,1,6,0,42502
2834,2019-02,Montana,1167,64,2391,2730,254,337,5,4,12,0,466,762,3,19,3,0,0,0,4,3,0,0,0,0,8224
2835,2019-02,Nebraska,4029,81,122,1428,26,2,0,0,1,0,4,53,0,4,5,1,0,0,0,3,0,0,0,0,5759
2836,2019-02,Nevada,2366,0,5541,2524,353,293,0,0,0,0,416,150,0,0,0,0,0,0,0,0,0,0,0,0,11643
2837,2019-02,New Hampshire,1301,0,5793,2713,230,0,97,0,12,0,0,17,0,44,3,1,0,0,0,2,0,0,0,0,10213
2838,2019-02,New Jersey,0,0,3794,2949,174,0,0,0,0,0,0,0,0,0,0,0,0,0,66,42,3,1,1,0,7030
2839,2019-02,New Mexico,814,0,6890,4371,673,620,0,10,15,0,627,663,1,37,0,0,0,0,2,3,0,1,0,0,14727
2840,2019-02,New York,2767,2104,8914,11566,1726,199,0,3,0,0,56,22,15,23,49,0,1,5,285,262,26,12,8,0,28043
2841,2019-02,North Carolina,29866,2,1620,11335,1083,310,0,20,22,2,2628,2209,16,8,0,0,9,11,6,7,0,0,0,0,49154
2842,2019-02,North Dakota,461,0,1514,1981,131,80,7,0,1,0,66,129,3,0,0,0,0,0,37,9,1,0,0,0,4420
2843,2019-02,Ohio,12403,337,25652,13985,1635,1123,0,21,10,0,1485,755,5,44,8,0,0,0,29,20,3,2,1,0,57518
2844,2019-02,Oklahoma,4255,0,13014,8165,1318,1126,11,19,22,2,2279,1862,17,0,0,0,0,0,25,38,9,1,3,0,32166
2845,2019-02,Oregon,4543,370,14214,9428,0,10,0,0,0,0,0,0,0,127,34,0,0,0,0,0,0,0,0,0,28726
2846,2019-02,Pennsylvania,22785,0,47570,13297,17,0,189,0,0,0,0,0,0,591,116,2,0,0,0,0,0,0,0,0,84567
2847,2019-02,Puerto Rico,0,0,2129,154,83,28,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,1,0,2406
2848,2019-02,Rhode Island,0,0,1043,624,134,198,0,0,0,0,2,1,0,32,43,0,0,0,15,7,2,1,3,0,2105
2849,2019-02,South Carolina,7749,85,12375,5724,760,833,2,10,7,0,1374,733,4,123,9,0,0,0,11,10,0,1,1,0,29811
2850,2019-02,South Dakota,663,0,2701,2790,243,187,0,1,3,1,170,216,1,0,0,0,0,0,9,6,0,1,0,0,6992
2851,2019-02,Tennessee,19935,0,27213,14058,1500,0,2,0,0,0,0,0,0,67,10,0,0,0,0,0,0,0,0,0,62785
2852,2019-02,Texas,37469,0,49130,28709,3663,3149,5,88,55,4,8585,4844,45,49,6,0,0,0,67,50,10,1,2,0,135931
2853,2019-02,Utah,14151,5720,3463,3018,317,0,0,1,2,1,351,428,0,136,35,25,0,0,0,0,0,0,0,0,27648
2854,2019-02,Vermont,0,0,1545,1373,163,71,4,1,0,0,4,3,3,0,0,0,0,0,2,3,0,0,0,0,3172
2855,2019-02,Virgin Islands,72,0,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
2856,2019-02,Virginia,1094,57,24579,12572,3168,0,0,0,0,0,0,0,0,53,9,0,0,0,0,0,0,0,0,0,41532
2857,2019-02,Washington,13583,31,15775,10106,2927,910,2,26,17,2,1306,1018,18,462,78,2,0,0,750,546,76,27,12,0,47674
2858,2019-02,West Virginia,2455,0,7011,5575,384,677,16,14,10,1,1281,1339,5,12,3,5,0,0,10,10,0,1,1,0,18810
2859,2019-02,Wisconsin,8810,496,13838,9899,1017,62,0,0,0,10,157,222,4,69,21,2,0,0,0,5,0,0,0,0,34612
2860,2019-02,Wyoming,439,11,1900,1791,168,118,0,4,3,0,167,230,4,0,0,0,0,0,2,4,0,0,1,0,4842
2861,2019-01,Alabama,29977,266,6671,5507,343,260,0,14,17,1,1038,861,5,0,0,0,0,0,13,16,0,0,0,0,44989
2862,2019-01,Alaska,249,10,1877,1685,290,139,0,1,0,0,137,104,0,33,34,0,0,0,11,10,2,0,0,0,4582
2863,2019-01,Arizona,6004,533,11710,6865,1255,675,0,12,4,1,1273,567,3,90,11,0,0,0,23,13,0,0,0,0,29039
2864,2019-01,Arkansas,2917,921,5108,5175,401,335,78,13,9,0,1038,1239,3,0,0,0,0,0,8,9,3,0,1,0,17258
2865,2019-01,California,34585,0,35861,23195,4035,0,0,0,0,0,487,335,4,0,0,0,0,0,0,0,0,0,0,0,98502
2866,2019-01,Colorado,7292,0,16417,11575,1796,996,0,0,0,0,0,0,0,357,54,4,0,0,0,0,0,0,0,0,38491
2867,2019-01,Connecticut,7748,475,5368,1945,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16324
2868,2019-01,Delaware,558,0,1684,1473,141,70,0,2,1,0,11,9,0,55,0,0,0,0,73,31,6,3,2,0,4119
2869,2019-01,District of Columbia,253,0,101,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360
2870,2019-01,Florida,18964,0,47372,18749,3651,2132,2,58,28,1,3876,1282,10,821,82,3,0,0,212,112,35,57,39,0,97486
2871,2019-01,Georgia,21575,0,11780,7535,670,462,0,9,9,2,1733,1024,8,1,0,0,0,0,16,10,4,0,1,0,44839
2872,2019-01,Guam,0,0,122,42,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
2873,2019-01,Hawaii,1064,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1068
2874,2019-01,Idaho,5153,12,3522,3602,414,176,0,6,8,1,294,365,0,54,7,0,0,0,5,13,1,0,1,0,13634
2875,2019-01,Illinois,16976,281803,21587,10082,0,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331325
2876,2019-01,Indiana,107476,21459,17265,10423,1738,681,32,7,2,5,473,410,9,39,2,1,0,0,45,50,19,1,3,0,160140
2877,2019-01,Iowa,6401,7499,128,1887,68,0,3,0,1,0,1,34,0,38,3,3,0,0,0,1,0,0,0,0,16067
2878,2019-01,Kansas,1982,9,5269,4584,688,294,0,9,6,1,549,307,12,26,3,1,0,0,15,10,2,0,0,0,13767
2879,2019-01,Kentucky,290432,0,8170,6213,510,450,4,22,21,1,1492,1202,4,6,6,0,0,0,22,13,4,0,1,0,308573
2880,2019-01,Louisiana,2357,139,8961,7473,844,460,0,19,13,0,952,693,3,0,0,0,0,0,14,16,1,0,0,0,21945
2881,2019-01,Maine,862,9,2652,2333,407,165,0,2,0,0,106,79,6,25,21,0,0,0,8,6,0,0,1,0,6682
2882,2019-01,Mariana Islands,0,0,9,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2883,2019-01,Maryland,2758,0,4254,4473,100,27,0,8,1,0,79,107,0,78,24,0,0,0,0,23,41,3,0,0,11976
2884,2019-01,Massachusetts,12279,0,4016,2644,574,198,2,0,0,1,6,4,0,0,0,0,0,0,45,29,5,6,3,0,19812
2885,2019-01,Michigan,19011,17,8674,6844,800,175,2,0,3,0,4,196,3,110,17,0,0,0,16,12,0,0,0,0,35884
2886,2019-01,Minnesota,11526,24574,8031,7106,1078,345,0,3,4,1,165,234,4,29,13,0,0,0,15,15,1,0,1,0,53145
2887,2019-01,Mississippi,1777,0,6833,5707,371,305,0,20,13,1,1369,1003,3,0,0,0,0,0,7,5,2,0,0,0,17416
2888,2019-01,Missouri,2194,0,16244,12657,1805,868,0,13,6,1,1418,912,9,301,26,3,0,0,96,83,17,1,3,0,36657
2889,2019-01,Montana,1206,90,2097,2753,278,201,5,6,6,0,336,675,1,24,11,0,0,0,4,2,0,0,0,0,7695
2890,2019-01,Nebraska,4449,255,125,1711,32,3,0,0,0,0,3,42,0,4,9,0,0,0,0,2,0,0,0,0,6635
2891,2019-01,Nevada,2439,0,5001,2386,407,257,0,0,1,0,319,109,0,1,0,0,0,0,0,0,0,0,0,0,10920
2892,2019-01,New Hampshire,1408,0,4672,2529,118,1,312,0,20,0,0,8,0,75,5,5,0,0,0,3,0,0,0,0,9156
2893,2019-01,New Jersey,0,0,3508,3084,170,0,0,0,0,0,0,0,0,0,0,0,0,0,73,52,4,0,1,0,6892
2894,2019-01,New Mexico,979,0,4987,3778,657,289,0,5,4,1,412,405,3,45,0,0,0,0,2,4,0,0,0,0,11571
2895,2019-01,New York,3838,2172,9271,11257,1804,230,0,1,0,1,52,27,8,28,65,2,1,5,321,262,25,8,10,0,29388
2896,2019-01,North Carolina,29088,0,1409,10951,1148,201,0,13,17,1,1846,1508,10,1,0,0,8,5,9,13,0,1,1,0,46230
2897,2019-01,North Dakota,582,0,1425,2015,147,102,7,0,4,0,62,96,2,0,0,0,0,0,7,9,1,0,0,0,4459
2898,2019-01,Ohio,13134,738,19573,12290,1648,828,0,19,5,3,1005,499,1,61,12,1,0,0,24,10,4,0,1,0,49856
2899,2019-01,Oklahoma,4889,0,10411,8202,1419,813,14,18,9,3,1644,1277,18,0,0,0,0,0,32,31,10,2,1,0,28793
2900,2019-01,Oregon,5296,369,13630,9117,0,11,1,0,0,0,0,0,0,160,84,0,0,0,0,0,0,0,0,0,28668
2901,2019-01,Pennsylvania,24429,0,40144,11833,7,0,211,0,0,0,0,0,0,658,138,0,0,0,0,0,0,0,0,0,77420
2902,2019-01,Puerto Rico,0,0,2030,156,111,42,0,0,0,1,21,4,0,0,0,0,0,0,1,0,0,1,1,0,2368
2903,2019-01,Rhode Island,0,0,1054,662,96,167,0,0,0,0,5,1,0,32,52,1,0,0,12,5,2,4,0,0,2093
2904,2019-01,South Carolina,5528,82,9696,5459,824,340,0,10,4,0,953,476,4,124,15,1,0,0,18,12,0,0,0,0,23546
2905,2019-01,South Dakota,1204,0,2154,2808,222,127,0,2,3,0,120,154,0,0,0,0,0,0,1,6,1,0,1,0,6803
2906,2019-01,Tennessee,20155,0,22848,13776,1315,0,0,0,0,0,0,0,0,61,10,2,0,0,0,0,0,0,0,0,58167
2907,2019-01,Texas,37167,0,39240,27842,3727,2179,2,66,43,1,6007,3393,37,48,9,0,0,0,69,58,13,1,0,0,119902
2908,2019-01,Utah,18110,23,3017,2834,344,0,0,3,1,0,229,270,0,162,55,34,0,0,0,0,0,0,0,0,25082
2909,2019-01,Vermont,0,0,1124,1092,133,50,2,0,0,1,3,4,1,0,0,0,0,0,2,5,0,0,0,0,2417
2910,2019-01,Virgin Islands,84,0,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
2911,2019-01,Virginia,1061,118,20600,12813,3209,0,0,0,0,0,0,0,0,44,12,0,0,0,0,0,0,0,0,0,37857
2912,2019-01,Washington,18889,53,17487,10889,3622,863,7,15,8,4,1148,834,26,563,125,13,0,0,776,622,85,15,5,2,56051
2913,2019-01,West Virginia,2438,0,5355,4964,379,382,4,8,9,0,917,829,1,10,0,0,0,0,15,9,0,0,0,0,15320
2914,2019-01,Wisconsin,11124,300,12204,9154,1310,43,0,0,0,9,112,149,6,97,30,3,0,0,0,4,0,0,0,0,34545
2915,2019-01,Wyoming,357,11,1530,1621,175,99,2,0,4,0,112,153,3,0,0,0,0,0,3,4,1,0,0,0,4075
2916,2018-12,Alabama,26029,242,11463,13578,464,417,0,11,10,0,1124,1002,7,0,0,0,0,0,18,12,2,1,2,1,54383
2917,2018-12,Alaska,215,11,2956,3278,312,155,0,0,0,0,140,105,2,26,28,0,0,0,11,10,2,0,0,0,7251
2918,2018-12,Arizona,4732,394,15533,11436,1451,874,0,10,7,2,1173,546,4,73,8,2,0,0,15,12,1,1,0,1,36275
2919,2018-12,Arkansas,2498,806,8138,11736,369,398,58,9,14,1,1012,1178,3,0,0,0,0,0,14,30,3,3,2,0,26272
2920,2018-12,California,30754,0,40445,34180,3808,0,0,0,0,0,451,371,8,0,0,0,0,0,0,0,0,0,0,0,110017
2921,2018-12,Colorado,5636,0,22627,18734,1874,1343,0,0,0,0,0,0,0,286,44,0,0,0,0,0,0,0,0,0,50544
2922,2018-12,Connecticut,6433,329,5904,2506,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16119
2923,2018-12,Delaware,179,0,1932,2503,169,83,0,3,0,0,11,12,1,34,0,0,0,0,62,29,4,2,0,0,5024
2924,2018-12,District of Columbia,147,0,71,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
2925,2018-12,Florida,16478,0,60210,30598,4131,2584,0,70,27,1,3758,1365,7,642,83,2,0,0,214,134,38,37,39,1,120419
2926,2018-12,Georgia,16029,0,19241,18475,842,809,0,36,26,2,1753,1137,6,3,0,0,0,0,20,15,5,1,0,0,58400
2927,2018-12,Guam,0,0,126,62,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205
2928,2018-12,Hawaii,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1106
2929,2018-12,Idaho,5793,33,5667,6949,442,278,0,4,7,0,337,358,1,38,6,0,0,0,7,15,1,0,1,0,19937
2930,2018-12,Illinois,12795,246015,26943,15297,0,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302031
2931,2018-12,Indiana,24021,4786,24824,18824,2088,995,16,5,4,5,475,422,21,13,2,0,0,0,61,58,26,1,5,1,76653
2932,2018-12,Iowa,6782,5613,262,4392,70,7,0,0,0,0,1,34,0,18,6,0,0,0,0,3,0,0,0,0,17188
2933,2018-12,Kansas,1450,5,7418,8702,695,440,0,8,1,1,573,303,10,31,6,1,0,0,18,34,11,0,0,0,19707
2934,2018-12,Kentucky,371756,0,14189,14309,581,618,1,16,10,2,1444,1126,2,3,3,0,0,0,43,39,1,0,0,0,404143
2935,2018-12,Louisiana,2123,180,13856,17376,910,771,1,11,13,2,975,756,7,0,0,0,0,0,17,28,3,0,1,0,37030
2936,2018-12,Maine,491,2,3783,4282,377,226,1,1,0,0,67,80,1,21,6,0,0,0,7,3,1,0,0,0,9349
2937,2018-12,Mariana Islands,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2938,2018-12,Maryland,1974,0,4500,7309,102,48,0,1,1,0,70,101,0,53,21,0,0,0,0,30,35,3,2,1,14251
2939,2018-12,Massachusetts,9421,0,4492,3178,558,156,1,0,0,1,3,3,0,0,0,0,0,0,69,68,11,3,4,0,17968
2940,2018-12,Michigan,16890,8,12897,13972,901,257,0,2,1,0,9,210,2,94,13,0,0,0,7,7,0,0,0,1,45271
2941,2018-12,Minnesota,10587,23746,9144,11057,1032,430,0,3,2,1,181,254,5,32,5,0,0,0,14,12,0,0,1,0,56506
2942,2018-12,Mississippi,1566,0,11557,14731,469,543,0,16,12,1,1576,1194,3,0,0,0,0,0,10,17,1,0,1,0,31697
2943,2018-12,Missouri,1949,0,24730,23584,2058,1305,0,10,7,0,1468,809,14,238,34,3,0,0,67,58,6,4,3,0,56347
2944,2018-12,Montana,993,1,3744,5291,286,236,12,5,6,0,319,577,1,20,11,4,0,0,5,12,0,0,0,0,11523
2945,2018-12,Nebraska,4158,112,160,3331,33,10,0,1,0,0,5,44,1,2,4,2,0,0,0,7,0,0,0,0,7870
2946,2018-12,Nevada,1965,0,5889,3993,429,308,0,0,0,0,308,125,0,0,0,0,0,0,0,0,0,0,0,0,13017
2947,2018-12,New Hampshire,1090,0,5845,3977,175,1,70,0,26,0,0,12,0,40,4,2,0,0,0,5,0,0,0,0,11247
2948,2018-12,New Jersey,0,0,3432,4099,128,0,0,0,0,0,0,0,0,0,0,0,0,0,64,55,1,1,2,2,7784
2949,2018-12,New Mexico,615,0,6858,6580,695,335,0,6,8,0,387,416,6,32,0,0,0,0,5,11,1,1,0,0,15956
2950,2018-12,New York,2584,1994,9675,19234,1733,249,0,2,0,1,78,50,12,14,39,1,2,6,300,311,23,6,7,1,36322
2951,2018-12,North Carolina,21349,0,2367,22327,1265,239,0,12,15,0,1720,1669,10,0,0,0,9,4,13,24,4,0,1,0,51028
2952,2018-12,North Dakota,365,0,1853,3144,132,100,9,2,0,0,54,90,2,0,0,0,0,0,13,39,1,0,1,0,5805
2953,2018-12,Ohio,11684,334,30746,25012,1863,1227,0,14,8,3,1016,570,4,45,8,0,0,0,23,23,5,1,1,0,72587
2954,2018-12,Oklahoma,3183,0,15708,16053,1492,1128,6,16,11,1,1600,1272,11,0,0,0,0,0,44,49,15,1,9,0,40599
2955,2018-12,Oregon,4319,338,16985,14374,0,5,10,0,0,0,0,0,0,139,46,0,0,0,0,0,0,0,0,0,36216
2956,2018-12,Pennsylvania,22247,0,54857,20732,18,0,255,0,0,0,0,0,0,527,100,1,0,0,0,0,0,0,0,0,98737
2957,2018-12,Puerto Rico,0,0,2026,215,113,24,0,0,0,0,13,2,1,0,0,0,0,0,1,0,0,0,0,0,2395
2958,2018-12,Rhode Island,0,0,1069,770,99,162,0,0,0,0,1,3,0,21,52,1,0,0,16,0,1,0,1,0,2196
2959,2018-12,South Carolina,3258,73,13465,11856,1084,525,2,7,7,0,878,523,2,96,14,3,0,0,14,15,0,1,0,0,31823
2960,2018-12,South Dakota,975,0,2913,4497,215,188,0,1,2,0,103,145,1,0,0,0,0,0,2,10,0,0,0,0,9052
2961,2018-12,Tennessee,12652,0,34499,26987,1847,0,0,0,0,0,0,0,0,48,6,3,0,0,0,0,0,0,0,0,76042
2962,2018-12,Texas,28161,0,62560,56919,4482,3138,1,90,50,10,5891,3673,35,27,3,0,0,0,102,80,13,4,5,0,165244
2963,2018-12,Utah,10806,127,5369,7214,477,0,0,1,1,1,251,299,1,120,36,23,0,0,0,0,0,0,0,0,24726
2964,2018-12,Vermont,0,0,1620,1871,142,79,3,0,0,0,4,2,0,0,0,0,0,0,2,6,0,0,0,0,3729
2965,2018-12,Virgin Islands,87,0,27,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
2966,2018-12,Virginia,1107,56,26129,22048,3524,0,0,0,0,0,0,0,0,64,14,0,0,0,0,0,0,0,0,0,52942
2967,2018-12,Washington,15301,60,23131,20690,5796,1342,3,26,16,5,1097,800,25,417,89,10,0,0,1014,958,134,41,15,4,70974
2968,2018-12,West Virginia,1594,0,9693,10824,464,503,3,8,14,0,822,802,2,11,3,0,0,0,17,25,1,0,0,0,24786
2969,2018-12,Wisconsin,11222,0,16181,14362,1363,54,0,0,0,5,109,163,5,82,22,1,0,0,0,3,0,0,0,0,43572
2970,2018-12,Wyoming,378,8,2653,3033,166,144,3,3,1,0,140,123,2,0,0,0,0,0,2,8,1,1,0,0,6666
2971,2018-11,Alabama,22477,17,8408,10303,357,1153,0,3,18,0,1234,1345,7,0,0,0,0,0,13,10,0,0,0,0,45345
2972,2018-11,Alaska,184,11,2707,2827,360,197,0,0,1,0,122,106,1,35,27,0,0,0,26,39,2,0,0,0,6645
2973,2018-11,Arizona,4537,380,12412,8886,1139,879,0,9,9,1,1331,658,5,81,4,0,0,0,26,24,3,1,0,0,30385
2974,2018-11,Arkansas,2739,1163,5739,10196,300,914,60,9,20,2,1230,2074,1,0,0,0,0,0,11,14,1,1,1,0,24475
2975,2018-11,California,33942,0,36997,30913,3606,0,0,0,0,0,566,340,16,0,0,0,0,0,0,0,0,0,0,0,106380
2976,2018-11,Colorado,6330,0,18926,15702,1547,1238,0,0,0,0,0,0,0,280,70,1,0,0,0,0,0,0,0,0,44094
2977,2018-11,Connecticut,6103,376,5078,2331,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14751
2978,2018-11,Delaware,176,0,1578,2082,124,73,0,0,0,0,16,10,1,35,0,0,0,0,55,26,1,1,0,0,4178
2979,2018-11,District of Columbia,207,0,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290
2980,2018-11,Florida,16036,0,51850,23876,3502,3545,6,56,24,3,4229,1594,4,763,73,9,0,0,171,119,23,39,53,0,105975
2981,2018-11,Georgia,16456,0,13770,13749,654,1466,0,31,14,2,2017,1571,7,1,0,0,0,0,26,15,0,2,3,0,49784
2982,2018-11,Guam,0,0,120,49,15,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,191
2983,2018-11,Hawaii,1186,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1188
2984,2018-11,Idaho,4223,3,4077,5851,422,254,0,5,9,0,375,502,2,40,9,1,0,0,9,9,0,1,1,0,15793
2985,2018-11,Illinois,14214,244550,22978,14038,0,1130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296910
2986,2018-11,Indiana,23053,2968,20522,18723,1533,996,15,4,11,2,578,580,20,27,2,0,0,0,48,44,37,5,3,0,69171
2987,2018-11,Iowa,6284,5944,303,4319,36,7,5,0,0,1,1,57,0,26,15,0,0,0,0,3,0,0,0,0,17001
2988,2018-11,Kansas,1872,2,5885,7334,459,765,0,6,6,1,598,429,7,23,8,1,0,0,24,41,15,1,0,0,17477
2989,2018-11,Kentucky,393953,0,10506,12670,437,888,1,25,23,0,1761,1992,4,14,11,0,0,0,27,27,3,0,1,0,422343
2990,2018-11,Louisiana,2264,202,10242,14336,788,2278,3,9,14,3,1156,1048,3,0,0,0,0,0,12,22,3,0,0,0,32383
2991,2018-11,Maine,556,4,2661,3768,313,210,3,1,1,0,95,127,3,8,5,0,0,0,9,5,0,0,0,0,7769
2992,2018-11,Mariana Islands,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
